Gene,Entrez ID,Regression Coefficient (Effect Size),P-value,Sample Size,R-squared,P-value (FDR),Significant (FDR<0.05)
WRNIP1,56897,0.1855667523879501,4.111154199806075e-10,119,0.284826535683499,3.6178156958293464e-09,True
PSMB2,5690,0.011461419354838713,0.42106586273207236,119,0.005541082276339093,0.49803489140352647,False
PSMB4,5692,-0.009492121104815872,0.7035390268299875,119,0.0012422751121256015,0.7564935772365456,False
MCCC1,56922,0.10079393239299615,0.0056504433659553535,119,0.06362227270773202,0.010239683200248583,True
LXN,56925,0.07086239754098358,0.18116908435428963,119,0.015230308249363111,0.23556263923134588,False
ENY2,56943,0.04735922300706355,0.04851254171076886,119,0.032856337160209526,0.07260380392087856,False
MRPS22,56945,0.04443599519663767,0.20176101379310254,119,0.013890248595759158,0.26018419129239484,False
OTUD7B,56957,0.20017884962134871,9.72766991320227e-07,113,0.19507424130937934,3.963124779452777e-06,True
BBX,56987,0.12932933509633543,0.0001787913834932105,117,0.11540839095576694,0.0004449559317704334,True
CCNL1,57018,0.08258656139220108,0.03810471005489648,111,0.03885833266686456,0.05823822810220296,False
PSMC4,5704,0.03820874220872624,0.0007124777122354026,119,0.09365380128309864,0.0015519316504137481,True
PSMD2,5708,0.08084813197476953,5.398466816969064e-06,119,0.16271225914594045,1.8615402817134704e-05,True
PSMD4,5710,0.027324238178633956,0.1406000068795452,119,0.018465543225665626,0.18723971860472122,False
RAB25,57111,0.19853521962801743,0.07646057752879522,117,0.027038340356898227,0.10951384802301398,False
LYRM4,57128,0.07022841596130597,0.14328640589997343,72,0.030352982702247067,0.19035633634054444,False
MRPL47,57129,0.053374516908212544,0.24150801326508642,117,0.011908878444620075,0.30570634590517265,False
PSMD8,5714,0.03906634154141349,0.005915228051028401,119,0.06295828730672104,0.010652431517642788,True
SLC44A2,57153,0.19447390699830072,3.2615259543341385e-08,119,0.2306158354716178,1.811958863518966e-07,True
ACTR3B,57180,0.12211915433403803,0.015767560611829035,96,0.06043236476869107,0.02623951085175785,True
PBXIP1,57326,0.26285169187898094,7.946486283070035e-06,119,0.15737948451492434,2.6249654388519635e-05,True
MRS2,57380,0.22920686603600848,1.8624357986408285e-06,74,0.2722975532044708,7.13825567423314e-06,True
S100A14,57402,0.23183754397185805,0.057935008051334336,119,0.030390949132503953,0.08508479153066457,False
GATAD2B,57459,0.10934489339752407,1.6637438517893283e-05,119,0.14711558953699344,5.1552626393472137e-05,True
PTK2,5747,0.23352775000000006,1.8191707556384273e-15,119,0.41889414857104246,6.670292770674233e-14,True
ZNF512B,57473,0.2638900741489721,7.911896847291135e-09,119,0.24856931276928085,5.1804086500120525e-08,True
ESYT2,57488,0.13644039592316745,1.0530723308930875e-08,119,0.24497582926459804,6.581702068081797e-08,True
CGN,57530,0.1883799299474605,9.882990529897265e-05,119,0.12200317222181711,0.0002570044818649407,True
PTK7,5754,0.08925797919433379,0.008523990184712487,119,0.0576672283836559,0.014789257418270875,True
NCEH1,57552,0.15798218517497936,0.0035325399146890653,119,0.07043844007880595,0.006746169975968701,True
IFT80,57560,0.029427657873701038,0.5905721759942543,98,0.0030262727782871535,0.6589696902495611,False
DOCK6,57572,0.12641881067961164,2.1736878773492806e-05,119,0.1433793812176316,6.568836991989583e-05,True
ZNF687,57592,0.075800290866783,0.013408359659218475,114,0.053359757566636135,0.022656214477942124,True
PTMS,5763,0.20495358214928963,2.4851341141858797e-06,119,0.17333342590106704,9.204200422910665e-06,True
PTN,5764,0.03396198195442729,0.7275070903681655,108,0.0011501579548445218,0.7769493198106622,False
GRAMD1A,57655,0.13179109096938213,4.452919790468575e-05,112,0.14118989791334868,0.00012755759816446437,True
PTPN6,5777,0.1121123129115945,0.0009205263029692814,119,0.08994763787176285,0.001973838076542319,True
SUGP1,57794,0.1291423305714893,4.3214119917931383e-10,119,0.28422866742527353,3.772661262676549e-09,True
CCAR2,57805,0.26377486983154663,2.4095959853208446e-18,119,0.48054096838411875,2.650555583852929e-16,True
CYP4F11,57834,0.05056048329779675,0.38437993373398394,89,0.008709033816267753,0.4590856971849971,False
PTPRA,5786,0.1659897477931904,1.9167361704622785e-10,119,0.2939152484066955,1.9167361704622784e-09,True
PTPRF,5792,0.18032601880877744,1.1429058900213195e-05,119,0.15234293450444547,3.644047765285366e-05,True
ACTA1,58,-0.008725154929577466,0.8909171588805197,114,0.00016866938190396308,0.9104535245677364,False
PTX3,5806,0.3533230410447762,0.0018753017054840857,105,0.09000378498666117,0.0038059628709086607,True
PEX5,5830,0.12413628745024095,2.5273377484872018e-08,119,0.23387659806016148,1.4468179389302505e-07,True
KMT2C,58508,0.05865944089649357,0.2235264388938355,100,0.015080593717926916,0.28458227173983686,False
EPS15L1,58513,0.15896010776292147,1.2757176891820426e-10,119,0.2987198517582399,1.3114854748600437e-09,True
WIZ,58525,0.19780204751131225,2.9737640167778515e-09,113,0.2727749418221945,2.152066064773445e-08,True
BCAT1,586,0.21692354822205182,0.02886545194591866,119,0.040162680050341404,0.045359995915015036,True
RAB2A,5862,0.16700018652076587,2.9461488178559157e-10,119,0.2888085643381576,2.72333084003488e-09,True
RAB4A,5867,0.0708232456140351,0.05457389913811533,119,0.031218885325526857,0.08057891147909646,False
RAB6A,5870,0.13459792878752613,8.874722271388509e-08,119,0.21769743690903298,4.457623058688292e-07,True
RAD21,5885,0.010557512456880023,0.5983790018635431,119,0.0023786676176160704,0.6655378180484302,False
RAD23A,5886,0.24480553034123384,2.735146404539317e-17,119,0.4587230433297801,2.0057740299954995e-15,True
BCHE,590,0.07610766219239377,0.3898586977390148,59,0.013000534052741042,0.4636157486626122,False
RAP2B,5912,0.10299551609990976,0.03684537193774085,119,0.03671212200306728,0.05652706991843087,False
RARRES1,5918,0.0900609793814433,0.4906713096899832,57,0.008678283720149005,0.564579958848307,False
RARRES2,5919,0.01097677754311863,0.8330003294261172,119,0.00038155349151181017,0.8660683954335813,False
RASA2,5922,0.08026499315381104,0.004408781997073076,114,0.07012799331866693,0.008193307954500687,True
RB1,5925,0.2919359437250995,1.595947380765633e-08,119,0.23972296891829836,9.699127728409924e-08,True
KDM5A,5927,0.06087039561416502,0.03803581830275509,110,0.03924011143434902,0.05823822810220296,False
UBL5,59286,0.18951192331351233,2.0023126679647384e-14,101,0.4479160156608065,4.894542077247138e-13,True
SENP2,59343,0.0851435114503817,0.08503671556885975,90,0.03332698891178709,0.12085321334075676,False
GNB4,59345,-0.0001550028752156467,0.9978839925705295,117,6.142506547845983e-08,0.9978839925705295,False
RBM3,5935,0.06817509316770183,0.050017799590671035,119,0.03243055645591619,0.07455227581265331,False
RBP1,5947,-0.16275909636745722,0.0357545504940423,119,0.037135597148776234,0.0550840413773761,False
RECQL,5965,0.1602754374158815,1.4131308179977583e-07,119,0.21162930357763798,6.78796462793683e-07,True
UPF1,5976,0.14281853512705533,5.0715384148169265e-17,119,0.45303595625136994,3.281583680175658e-15,True
BCL2L1,598,0.1512896385542169,0.004173297213883336,119,0.06801865322610712,0.00783383436053186,True
RFC4,5984,0.13423282674772033,1.9633046486249305e-05,119,0.14480334147638196,5.9989864263539544e-05,True
RFX1,5989,0.17464443612774447,4.017637388367912e-10,117,0.2892797560218866,3.564033167100567e-09,True
RFX5,5993,0.14638607247796287,0.0015043486596153265,114,0.08637892684905091,0.0031104953488286825,True
RHEB,6009,0.2378422110552764,8.568166607336253e-14,119,0.3798383173103417,1.8230015151177147e-12,True
RIT1,6016,0.008829655586704052,0.8844254267022056,111,0.00019472529778952197,0.9075260908324871,False
RLF,6018,0.02156616541353384,0.7952449264993284,49,0.001447109677992886,0.8370999226308721,False
EXOC4,60412,0.03928543622624227,0.007932970775495814,119,0.05870684988788155,0.013895330976186936,True
CCDC90B,60492,0.19705659259259264,1.885547046848436e-09,119,0.26635905515561775,1.4304150010574343e-08,True
FASTKD5,60493,0.16272790668348042,3.7266377819030705e-05,119,0.13581059981282062,0.00010931470826915675,True
BCL9,607,0.09214414732593336,0.0740228344248821,103,0.031256335269493785,0.10643806257172589,False
RPL8,6132,0.001952025028441413,0.8880809861926681,119,0.00016999030383191283,0.9091566768128521,False
RPL18A,6142,-0.015949435090828527,0.4395703700797601,119,0.005114746591335373,0.5143908586039746,False
RPL30,6156,0.0022346278317152066,0.8731523701922896,119,0.000218771577757515,0.898472972134255,False
RPL35A,6165,0.030078891585760513,0.06651532352170043,119,0.028486977639362143,0.09627217878140852,False
MRPS12,6183,0.06929842696629208,0.006313331462572908,119,0.06201418408129189,0.011273806183165907,True
RPS3,6188,0.013896607303877373,0.3240332856176713,119,0.008313621539966287,0.39604068242159823,False
RPS16,6217,0.023445903461416343,0.20385735450592943,119,0.013762773987539778,0.26257973062824636,False
BDH1,622,0.30571085709733925,4.3758616712121e-08,119,0.22684260915938959,2.3366251642394707e-07,True
RPS20,6224,-0.004738367346938765,0.8685218325847076,119,0.00023518291676660752,0.8970648036086182,False
RPS21,6227,-0.010400955703883484,0.6100671006240146,119,0.0022299102948460936,0.67521008687741,False
RREB1,6239,0.09367409638554221,0.0005431889156127603,116,0.10001773467644082,0.0012119833816917572,True
S100A1,6271,0.5509474256475856,0.0004054278928468643,119,0.10178983448107959,0.0009271739753254694,True
S100A2,6273,0.24563902768399715,0.17430307112434926,117,0.01598880068171704,0.22717224909571587,False
S100A4,6275,0.19316936360729134,0.05630797754012082,119,0.03078527009749632,0.08280584932370708,False
S100A6,6277,0.224703693636073,0.036242376206596,119,0.03694458976801773,0.05575750185630153,False
S100A7,6278,-0.46943237288135603,0.10560435966948585,69,0.038613098354316366,0.1472304127204492,False
S100A8,6279,-0.11236845056065226,0.3799022388041835,119,0.006596254191924333,0.45472520422698787,False
S100A10,6281,0.1014872727272727,0.2689293539612353,119,0.010436013183318549,0.33578012412867064,False
S100A11,6282,0.12634492727272728,0.05919763084183612,119,0.030092859520368886,0.08682319190135965,False
S100A12,6283,-0.04770114636642779,0.6805054017118437,106,0.001636875044124242,0.7382208499832623,False
S100A13,6284,0.2717058842340902,0.00013652882150582888,119,0.11739826673535525,0.00034604079183505015,True
MAPK12,6300,0.15375909090909096,0.08182368411089852,49,0.06304233456890729,0.1168909773012836,False
SBF1,6305,0.14025441409691625,6.57051530240363e-06,116,0.16386715203761537,2.2238667177366132e-05,True
BICD1,636,0.25575926614812305,1.2909518373716583e-06,119,0.1822157092621134,5.126523541909112e-06,True
SDC2,6383,0.08942260924635848,0.14684167067072604,71,0.030257771619131346,0.19484419509987772,False
SDHA,6389,0.12388873587570622,2.6011701852559878e-05,119,0.14086384627905113,7.796422898587429e-05,True
SH2D4A,63898,0.22124605796198188,5.0098309306778695e-06,119,0.16373979247638903,1.7329603848256784e-05,True
BLOC1S5,63915,0.07705979017347048,0.000927311176711242,116,0.09210295878118469,0.0019845180824559655,True
MCUR1,63933,0.18134380696424401,1.5756602172736325e-07,117,0.21345142372439185,7.503143891779203e-07,True
KIF13A,63971,0.08955729691876746,0.013770915586736009,107,0.05640483166272747,0.02323313979357302,True
C19orf33,64073,0.46602636198223285,1.0928881463589166e-05,104,0.1734891033957494,3.4947004680081636e-05,True
GOLPH3,64083,0.1729582219419924,5.1078576611338e-08,119,0.22485025330644193,2.714320496254676e-07,True
PARVG,64098,0.06472762070465424,0.25692781688504973,119,0.010971292186665038,0.32299496979834824,False
RRAGC,64121,0.15273220910623947,1.0217252368965394e-09,119,0.2738408206680233,8.203633288950317e-09,True
TFB2M,64216,0.24355623910336227,2.692508499546751e-10,117,0.29411317451798413,2.5314182474371163e-09,True
PDLIM2,64236,0.12119677102114408,0.08777548709329136,114,0.025801629067303655,0.12426388134185391,False
SOX17,64321,0.03378270735524256,0.36133825279191945,119,0.0071266468579994635,0.43630304947432647,False
TRA2B,6434,0.09916004283137968,2.6095510263228652e-06,119,0.17266778772802482,9.56835376318384e-06,True
NOM1,64434,0.1852966853207061,1.7554506322613548e-06,113,0.18676068454921735,6.751733201005211e-06,True
VPS16,64601,0.0029650528169014,0.8836174926868031,119,0.00018391750844970467,0.9075260908324871,False
SHC1,6464,0.12890536296900493,0.001405627877159484,117,0.08521410341129643,0.0029118468265074055,True
C6orf132,647024,0.17409792022792026,0.00028750508798190417,106,0.11930688667090183,0.0006830574444494483,True
WDR13,64743,0.06058167701863353,0.00804033777601222,119,0.058512307316741285,0.014061004059798795,True
MFSD1,64747,0.06944258064516126,0.186628424266336,56,0.03207098632117367,0.2423745769692675,False
SMYD3,64754,0.2302587585481326,3.9900701321934415e-07,115,0.2042061728990543,1.7556308581651143e-06,True
PARP12,64761,-0.009484061083273678,0.7987338299033249,119,0.0005579327340038409,0.839968654774051,False
MEAF6,64769,0.02568209698297324,0.22074361372562096,116,0.013124641150791705,0.2813649769387984,False
FNDC3B,64778,0.09862379983726607,0.00549304297946071,119,0.06403195314275112,0.009987350871746743,True
DEPTOR,64798,0.18381231660930986,2.8667024863673005e-05,119,0.13949976100530548,8.568947649467474e-05,True
ST6GAL1,6480,0.15515311158798292,0.0018379175820829124,119,0.07992434191052711,0.003736985841573389,True
ST3GAL1,6482,0.1657790010741138,0.02086560631602319,88,0.060520780491020276,0.033802896830081745,True
ELOVL1,64834,0.2433775390345222,7.065943908464441e-08,110,0.2367497901314327,3.632027242668638e-07,True
PPP1R3G,648791,0.2064678947368421,0.0043403227536105635,84,0.0949969679540269,0.008123086364313836,True
RASAL3,64926,-0.007095487106017172,0.9373904782070243,86,7.388957640763749e-05,0.949122147210792,False
MRPS26,64949,0.04901154819124717,0.05278657512370705,119,0.03168115782142422,0.07825503050684333,False
MRPS15,64960,0.006034590163934432,0.8530476918781014,119,0.0002944654859465823,0.8844038275833285,False
MRPL34,64981,0.011745288406624798,0.8194569762251114,86,0.0006236871898077645,0.8568466481441278,False
MRPL9,65005,0.029624254545454552,0.4996465355353179,119,0.003903796157475048,0.5726917585588323,False
TMEM135,65084,0.03373322440087144,0.7140216513721827,63,0.002217180419230358,0.7647748943616367,False
KRI1,65095,0.2536089696777266,3.718876964108679e-15,119,0.41182998127785053,1.1687899030055847e-13,True
INTS3,65123,0.06630748265609515,0.014894008747491968,119,0.04961773063606967,0.024936696533091576,True
WNK1,65125,0.16446318129988596,1.9745780481276378e-08,119,0.2370205088829226,1.1615164988986104e-07,True
SLC2A1,6513,0.24738227202130036,0.000944413616156724,119,0.08957676718056551,0.002017194131596886,True
SLC4A2,6522,0.14970883620689657,4.345681611913798e-05,119,0.1336445369698871,0.0001251374286153188,True
C8orf33,65265,0.20469093260525933,4.2479697255472073e-05,104,0.1521765385655297,0.0001226447952257724,True
GPR89A,653519,0.09879452173913046,0.004899835411565762,119,0.06568961734770917,0.009013075171776486,True
HLTF,6596,0.20291911029218218,6.297690447051241e-09,119,0.25142591959147065,4.2524329369827224e-08,True
SMARCA4,6597,0.06584732899943471,0.02152695037933983,119,0.04433878380207956,0.03482300796657914,True
BRD9,65980,0.041008603238866397,0.2045471253259143,98,0.01671292655590806,0.26316004427895406,False
KCTD14,65987,0.13170173069841662,0.11888299521253046,108,0.022787777155956257,0.16346411841722938,False
MTMR9,66036,0.08017924028268553,0.018182273477325827,98,0.05673813329065136,0.029807005700534142,True
SMARCD3,6604,0.035978858974358964,0.42738298950404785,101,0.006374668484447232,0.5049637899618181,False
POLR3D,661,0.048055633083730426,0.16722692619826285,111,0.017427870976827187,0.2189876414501061,False
SNTB1,6641,0.1665514755857628,6.514158438935774e-06,119,0.1601242271466703,2.2115970008732565e-05,True
BNIP3L,665,0.1312159090909091,0.02241765320055136,54,0.09625831088580694,0.03605178146287499,True
SPAG1,6674,0.19909004711425213,0.00460418825521576,73,0.10762759543870004,0.008517769642969542,True
